panchayat_id,panchayat_name,village_name,block_name,district_name,centroid_lat,centroid_lon,dist_to_coast_km,dist_to_water_km,historical_rain_bias,elevation_mean,elevation_std,elevation_min,elevation_max,slope_mean,aspect_mean,lulc_tree_pct,lulc_shrub_pct,lulc_grass_pct,lulc_crop_pct,lulc_urban_pct,lulc_water_pct,lulc_bare_pct
MH_487_550867,Kalamuste,Kalamuste,Trimbakeshwar,Nashik,20.1004,73.3795,69.38,23.78,33.7,926.8,64.9,848.9,1004.7,14.5,201.9,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550868,Shirasgaon,Shirasgaon,Trimbakeshwar,Nashik,20.09034,73.38466,69.69,22.58,34.5,923.3,64.6,845.7,1000.8,14.5,202.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550875,Deola,Deola,Trimbakeshwar,Nashik,20.03693,73.38935,69.29,18.23,35.2,918.1,64.3,840.9,995.2,14.5,202.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550850,Rajivnagar,Rajivnagar,Trimbakeshwar,Nashik,20.12794,73.37462,69.59,26.46,32.9,931.0,65.2,852.7,1009.2,14.5,201.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550856,Garmal,Garmal,Trimbakeshwar,Nashik,20.10853,73.29137,60.63,31.19,18.8,980.1,68.6,897.7,1062.4,14.5,198.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550857,Koulpondha,Koulpondha,Trimbakeshwar,Nashik,20.10641,73.30695,62.15,29.76,21.4,970.6,67.9,889.1,1052.1,14.5,198.9,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550858,Ghytipada,Ghytipada,Trimbakeshwar,Nashik,20.10694,73.32082,63.57,28.67,23.7,962.3,67.4,881.4,1043.2,14.5,199.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550863,Karanj Jali,Karanj Jali,Trimbakeshwar,Nashik,20.06466,73.29449,59.91,28.24,19.3,976.2,68.3,894.3,1058.2,14.5,198.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550862,Chourapada,Chourapada,Trimbakeshwar,Nashik,20.06971,73.29307,59.86,28.65,19.1,977.3,68.4,895.2,1059.4,14.5,198.3,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550860,Savarvada,Savarvada,Trimbakeshwar,Nashik,20.07769,73.30071,60.81,28.43,20.3,973.1,68.1,891.3,1054.8,14.5,198.6,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550824,Chinch Ohol,Chinch Ohol,Trimbakeshwar,Nashik,20.14602,73.35451,68.1,29.34,29.5,943.9,66.1,864.5,1023.2,14.5,200.9,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550921,Harshewadi,Harshewadi,Trimbakeshwar,Nashik,19.90902,73.45148,75.72,8.9,42.9,875.0,61.3,801.5,948.6,14.5,205.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550936,Met Chandrachi,Met Chandrachi,Trimbakeshwar,Nashik,19.85746,73.42948,74.19,13.95,40.7,885.9,62.0,811.5,960.3,14.5,204.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551028,Karhole,Karhole,Igatpuri,Nashik,19.79599,73.58303,91.27,16.95,39.2,791.0,55.4,724.5,857.5,14.5,210.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550925,Take Harsha,Take Harsha,Trimbakeshwar,Nashik,19.88808,73.45259,76.08,9.94,43.0,873.4,61.1,800.1,946.7,14.5,205.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550935,Avhate,Avhate,Trimbakeshwar,Nashik,19.86152,73.4614,77.41,11.3,43.7,866.9,60.7,794.1,939.8,14.5,205.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550937,Met Humbhachi,Met Humbhachi,Trimbakeshwar,Nashik,19.83761,73.43063,74.72,15.41,40.9,884.3,61.9,810.0,958.6,14.5,204.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550927,Zarwad Kh,Zarwad Kh,Trimbakeshwar,Nashik,19.89469,73.48984,79.87,6.56,44.9,851.4,59.6,779.8,922.9,14.5,206.6,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550934,Aswaliharsha,Aswaliharsha,Trimbakeshwar,Nashik,19.87036,73.48919,80.14,8.84,44.9,850.7,59.5,779.3,922.1,14.5,206.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550939,Alwand,Alwand,Trimbakeshwar,Nashik,19.8438,73.48423,80.09,11.72,44.8,852.4,59.7,780.8,924.1,14.5,206.3,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550938,Deogaon,Deogaon,Trimbakeshwar,Nashik,19.82135,73.45411,77.49,15.4,43.1,869.5,60.9,796.4,942.6,14.5,205.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550943,Take Deogaon,Take Deogaon,Trimbakeshwar,Nashik,19.78477,73.4716,80.24,18.31,44.3,857.4,60.0,785.4,929.4,14.5,205.8,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550942,Vaviharsha,Vaviharsha,Trimbakeshwar,Nashik,19.81264,73.48915,81.28,14.79,44.9,848.1,59.4,776.8,919.4,14.5,206.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550941,Zarwad Bk,Zarwad Bk,Trimbakeshwar,Nashik,19.8262,73.51028,83.14,12.82,44.9,836.0,58.5,765.8,906.2,14.5,207.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550940,Dapure,Dapure,Trimbakeshwar,Nashik,19.8481,73.51685,83.37,10.31,44.7,833.1,58.3,763.1,903.0,14.5,207.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550932,Kharoli,Kharoli,Trimbakeshwar,Nashik,19.87329,73.53403,84.74,7.43,44.0,823.9,57.7,754.6,893.1,14.5,208.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550933,Samundi,Samundi,Trimbakeshwar,Nashik,19.87715,73.5083,82.02,7.35,44.9,839.5,58.8,768.9,910.1,14.5,207.3,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550928,Dhadoshi,Dhadoshi,Trimbakeshwar,Nashik,19.89419,73.51669,82.67,5.28,44.8,835.2,58.5,765.0,905.4,14.5,207.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550929,Kojoli,Kojoli,Trimbakeshwar,Nashik,19.88558,73.53397,84.57,6.07,44.0,824.5,57.7,755.2,893.7,14.5,208.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550930,Bhilmal,Bhilmal,Trimbakeshwar,Nashik,19.90266,73.54729,85.76,4.53,43.0,817.2,57.2,748.6,885.9,14.5,209.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551031,Ondli,Ondli,Igatpuri,Nashik,19.8015,73.55031,87.8,15.55,42.8,810.9,56.8,742.7,879.0,14.5,209.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550931,Pahine,Pahine,Trimbakeshwar,Nashik,19.89143,73.56209,87.42,6.36,41.7,807.9,56.6,739.9,875.8,14.5,209.6,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550916,Trimbakeshwar,Trimbakeshwar,Trimbakeshwar,Nashik,19.9174,73.53813,84.67,2.65,43.7,823.4,57.6,754.3,892.5,14.5,208.6,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550924,Mulegaon,Mulegaon,Trimbakeshwar,Nashik,19.90114,73.6063,91.92,9.07,35.9,781.8,54.7,716.1,847.4,14.5,211.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551033,Dhargaon,Dhargaon,Igatpuri,Nashik,19.78526,73.51028,84.14,17.33,44.9,834.2,58.4,764.1,904.2,14.5,207.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551022,Mhasurli,Mhasurli,Igatpuri,Nashik,19.82896,73.53442,85.56,12.36,43.9,821.7,57.5,752.7,890.7,14.5,208.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551032,Nagosali,Nagosali,Igatpuri,Nashik,19.80611,73.53443,86.06,14.9,43.9,820.6,57.4,751.7,889.5,14.5,208.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551034,Walvihir,Walvihir,Igatpuri,Nashik,19.76851,73.53687,87.3,19.08,43.8,817.5,57.2,748.8,886.1,14.5,208.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551078,Tringalwadi,Tringalwadi,Igatpuri,Nashik,19.73626,73.54626,86.67,22.72,43.1,810.4,56.7,742.3,878.4,14.5,208.9,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551083,Chinchale Khair,Chinchale Khair,Igatpuri,Nashik,19.72306,73.50706,82.33,24.24,45.0,833.3,58.3,763.3,903.3,14.5,207.3,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551080,Balayduri,Balayduri,Igatpuri,Nashik,19.71504,73.59069,89.95,25.81,38.2,782.8,54.8,717.0,848.5,14.5,210.8,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551084,Awal Khed,Awal Khed,Igatpuri,Nashik,19.71743,73.53084,84.32,24.75,44.2,818.8,57.3,750.0,887.5,14.5,208.3,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551079,Pardevi,Pardevi,Igatpuri,Nashik,19.72028,73.5766,88.82,24.91,40.0,791.5,55.4,725.0,857.9,14.5,210.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_251445,Igatpuri,Igatpuri,Central,Nashik,19.69771,73.55966,86.21,27.12,41.9,800.6,56.0,733.4,867.8,14.5,209.5,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_487_551085,Titoli,Titoli,Igatpuri,Nashik,19.69303,73.58816,88.78,28.13,38.5,783.3,54.8,717.5,849.1,14.5,210.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551087,Bortembhe,Bortembhe,Igatpuri,Nashik,19.69638,73.60519,90.58,28.21,36.1,773.2,54.1,708.3,838.1,14.5,211.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551086,Takeghoti,Takeghoti,Igatpuri,Nashik,19.7072,73.60084,90.6,26.93,36.7,776.3,54.3,711.2,841.5,14.5,211.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551077,Adwan,Adwan,Igatpuri,Nashik,19.73242,73.59648,91.27,24.11,37.4,780.1,54.6,714.5,845.6,14.5,211.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551038,Pimpalgaon Bhatata,Pimpalgaon Bhatata,Igatpuri,Nashik,19.75437,73.57241,90.01,21.11,40.5,795.5,55.7,728.7,862.3,14.5,210.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551040,Dharnoli,Dharnoli,Igatpuri,Nashik,19.74555,73.59092,91.34,22.54,38.1,784.0,54.9,718.1,849.9,14.5,210.8,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551035,Bhavli Bk,Bhavli Bk,Igatpuri,Nashik,19.77851,73.57156,90.54,18.48,40.6,797.1,55.8,730.1,864.1,14.5,210.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551030,Saturli,Saturli,Igatpuri,Nashik,19.8029,73.56461,89.23,15.67,41.4,802.4,56.2,734.9,869.8,14.5,209.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551029,Awali Dumala,Awali Dumala,Igatpuri,Nashik,19.80289,73.57365,90.15,15.91,40.4,796.9,55.8,730.0,863.9,14.5,210.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551037,Korapgaon,Korapgaon,Igatpuri,Nashik,19.76813,73.58649,92.0,20.0,38.7,787.7,55.1,721.6,853.8,14.5,210.6,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551039,Kurnoli,Kurnoli,Igatpuri,Nashik,19.7581,73.60056,92.84,21.53,36.8,778.8,54.5,713.4,844.2,14.5,211.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551064,Waki,Waki,Igatpuri,Nashik,19.7477,73.6173,93.95,23.25,34.2,768.3,53.8,703.7,832.8,14.5,211.9,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551063,Biturli,Biturli,Igatpuri,Nashik,19.7625,73.6185,94.75,21.8,34.0,768.2,53.8,703.7,832.8,14.5,212.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551027,Rayambe,Rayambe,Igatpuri,Nashik,19.78947,73.59802,92.96,18.19,37.1,781.7,54.7,716.1,847.4,14.5,211.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551025,Ahurli,Ahurli,Igatpuri,Nashik,19.82231,73.58279,90.67,14.2,39.2,792.3,55.5,725.7,858.9,14.5,210.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551026,Nandadgaon,Nandadgaon,Igatpuri,Nashik,19.81822,73.5944,91.94,15.12,37.7,785.2,55.0,719.2,851.2,14.5,211.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551036,Kawanai,Kawanai,Igatpuri,Nashik,19.78905,73.61934,95.15,19.21,33.8,768.9,53.8,704.3,833.5,14.5,212.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551024,Wanjole,Wanjole,Igatpuri,Nashik,19.83167,73.57111,89.28,12.79,40.7,799.8,56.0,732.6,867.0,14.5,210.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551041,Kusegaon,Kusegaon,Igatpuri,Nashik,19.86674,73.57807,89.4,9.57,39.8,797.2,55.8,730.2,864.1,14.5,210.3,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551042,Shirsate,Shirsate,Igatpuri,Nashik,19.8654,73.6043,92.14,11.36,36.2,781.4,54.7,715.7,847.0,14.5,211.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551043,Modale,Modale,Igatpuri,Nashik,19.85848,73.62139,94.01,13.17,33.5,770.8,54.0,706.0,835.6,14.5,212.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551052,Sanjegaon,Sanjegaon,Igatpuri,Nashik,19.82806,73.61544,93.91,15.32,34.5,773.0,54.1,708.1,837.9,14.5,211.8,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550926,Dahalewadi,Dahalewadi,Trimbakeshwar,Nashik,19.89782,73.45729,76.45,8.93,43.4,871.0,61.0,797.8,944.2,14.5,205.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550944,Met Yelyachi,Met Yelyachi,Trimbakeshwar,Nashik,19.76649,73.46382,80.01,20.5,43.8,861.2,60.3,788.8,933.6,14.5,205.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550991,Ambebahula,Ambebahula,Nashik,Nashik,19.8875,73.72808,104.74,13.11,1.6,708.1,49.6,648.6,767.6,14.5,216.6,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_550989,Dahegaon,Dahegaon,Nashik,Nashik,19.89501,73.64883,96.41,13.39,28.9,756.0,52.9,692.5,819.5,14.5,213.3,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_550985,Pimplad Nashik,Pimplad Nashik,Nashik,Nashik,19.91426,73.68373,99.88,13.94,2.6,735.9,51.5,674.1,797.7,14.5,214.7,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_550987,Rajur Bahula,Rajur Bahula,Nashik,Nashik,19.90886,73.71099,102.77,12.23,2.0,719.3,50.4,658.8,779.8,14.5,215.9,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_550990,Gaulane,Gaulane,Nashik,Nashik,19.89749,73.75443,107.39,10.94,1.0,692.7,48.5,634.5,750.9,14.5,217.7,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_551017,Vanjarwadi,Vanjarwadi,Nashik,Nashik,19.82771,73.77669,110.58,18.1,0.5,676.2,47.3,619.5,733.0,14.5,218.6,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_551016,Lohshingve,Lohshingve,Nashik,Nashik,19.83356,73.79513,112.39,17.4,0.1,665.4,46.6,609.5,721.4,14.5,219.4,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_551015,Lahvit,Lahvit,Nashik,Nashik,19.84184,73.82438,115.3,16.86,-0.5,557.1,39.0,510.3,603.9,3.2,220.6,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_551014,Bhagur Rural,Bhagur Rural,Nashik,Nashik,19.85972,73.83992,116.68,15.4,-0.9,555.2,38.9,508.5,601.9,3.2,221.3,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_551054,Mundegaon,Mundegaon,Igatpuri,Nashik,19.77727,73.65185,98.61,22.13,3.3,748.9,52.4,686.0,811.7,14.5,213.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_277292,Deolali,Deolali,Central,Nashik,19.88176,73.79133,111.38,12.04,0.2,669.9,46.9,613.6,726.2,14.5,219.2,12.0,14.0,10.0,58.0,4.0,2.0,0.0
